"","ASV","station_2","sample_type","station_1","d2s","threshold","region_1","region_2","abundance"
"56","ASV100","KH10","bottom_water","IS02",861096.211268488,100,"West Svalbard","North Norway",40817
"57","ASV100","KH10","bottom_water","HR07",740048.572830984,10,"West Svalbard","North Norway",40817
"58","ASV100","KH10","bottom_water","NS47",1072943.95552461,0,"North Svalbard","North Norway",40817
"59","ASV100","KH10","bottom_water","NS45",1117663.57353705,1000,"North Svalbard","North Norway",40817
"60","ASV100","KH10","bottom_water","NS43",1144452.23705602,1000,"North Svalbard","North Norway",40817
"61","ASV100","KH10","bottom_water","NS43",1144452.23705602,10,"North Svalbard","North Norway",40817
"62","ASV100","KH10","bottom_water","NS47",1072943.95552461,100,"North Svalbard","North Norway",40817
"63","ASV100","KH10","surface_water","NS43",1144452.23705602,100,"North Svalbard","North Norway",397
"64","ASV100","KH10","surface_water","IS02",861096.211268488,10,"West Svalbard","North Norway",397
"65","ASV100","KH10","surface_water","KH01",906816.806696072,0,"West Svalbard","North Norway",397
"66","ASV100","KH10","surface_water","HR07",740048.572830984,10,"West Svalbard","North Norway",397
"67","ASV100","KH10","surface_water","NS47",1072943.95552461,10,"North Svalbard","North Norway",397
"68","ASV100","KH10","surface_water","KH01",906816.806696072,100,"West Svalbard","North Norway",397
"69","ASV100","KH10","surface_water","KH01",906816.806696072,10,"West Svalbard","North Norway",397
"70","ASV100","KH10","surface_water","HR04",738887.938484313,100,"West Svalbard","North Norway",397
"71","ASV100","KH10","surface_water","NS01",1088175.07493381,100,"North Svalbard","North Norway",397
"72","ASV100","KH10","surface_water","HR04",738887.938484313,10,"West Svalbard","North Norway",397
"73","ASV100","KH10","surface_water","NS45",1117663.57353705,100,"North Svalbard","North Norway",397
"74","ASV100","KH10","surface_water","NS47",1072943.95552461,100,"North Svalbard","North Norway",397
"75","ASV100","KH10","surface_water","NS02",1062502.54750933,100,"North Svalbard","North Norway",397
"76","ASV100","KH10","surface_water","NS02",1062502.54750933,0,"North Svalbard","North Norway",397
"77","ASV100","KH10","surface_water","NS43",1144452.23705602,0,"North Svalbard","North Norway",397
"78","ASV100","KH10","surface_water","NS38",1207836.52525493,10,"North Svalbard","North Norway",397
"79","ASV100","KH10","surface_water","NS45",1117663.57353705,10,"North Svalbard","North Norway",397
"80","ASV100","KH10","surface_water","HR04",738887.938484313,0,"West Svalbard","North Norway",397
"81","ASV100","KH10","surface_water","IS02",861096.211268488,100,"West Svalbard","North Norway",397
"82","ASV100","KH10","surface_water","NS01",1088175.07493381,0,"North Svalbard","North Norway",397
"83","ASV100","KH10","surface_water","HR07",740048.572830984,0,"West Svalbard","North Norway",397
"84","ASV100","KH10","surface_water","NS38",1207836.52525493,0,"North Svalbard","North Norway",397
"85","ASV100","KH10","surface_water","NS45",1117663.57353705,0,"North Svalbard","North Norway",397
"86","ASV100","KH10","surface_water","IS02",861096.211268488,0,"West Svalbard","North Norway",397
"87","ASV100","KH10","surface_water","NS43",1144452.23705602,10,"North Svalbard","North Norway",397
"88","ASV100","KH10","surface_water","NS02",1062502.54750933,10,"North Svalbard","North Norway",397
"89","ASV100","KH10","surface_water","NS47",1072943.95552461,0,"North Svalbard","North Norway",397
"90","ASV100","KH10","surface_water","NS01",1088175.07493381,10,"North Svalbard","North Norway",397
"91","ASV100","KV01","100m_water","NS47",565119.614757287,0,"North Svalbard","West Svalbard",17
"92","ASV100","KV01","100m_water","NS47",565119.614757287,10,"North Svalbard","West Svalbard",17
"93","ASV100","KV01","100m_water","NS02",583972.793944275,0,"North Svalbard","West Svalbard",17
"94","ASV100","KV01","100m_water","NS43",646498.533140049,0,"North Svalbard","West Svalbard",17
"95","ASV100","KV01","100m_water","KH01",388228.836803037,10,"West Svalbard","West Svalbard",17
"96","ASV100","KV01","100m_water","NS02",583972.793944275,10,"North Svalbard","West Svalbard",17
"97","ASV100","KV01","100m_water","NS45",616165.852358866,0,"North Svalbard","West Svalbard",17
"98","ASV100","KV01","100m_water","NS01",595205.587892054,10,"North Svalbard","West Svalbard",17
"99","ASV100","KV01","100m_water","NS01",595205.587892054,0,"North Svalbard","West Svalbard",17
"100","ASV100","KV01","100m_water","NS43",646498.533140049,10,"North Svalbard","West Svalbard",17
"101","ASV100","KV01","100m_water","IS02",340339.586785523,10,"West Svalbard","West Svalbard",17
"102","ASV100","KV01","100m_water","NS45",616165.852358866,10,"North Svalbard","West Svalbard",17
"103","ASV100","KV01","100m_water","HR04",228500.596020837,10,"West Svalbard","West Svalbard",17
"104","ASV100","KV01","100m_water","KH01",388228.836803037,0,"West Svalbard","West Svalbard",17
"105","ASV100","KV01","100m_water","HR07",232591.851392527,0,"West Svalbard","West Svalbard",17
"106","ASV100","KV01","100m_water","HR04",228500.596020837,0,"West Svalbard","West Svalbard",17
"107","ASV100","KV01","100m_water","HR07",232591.851392527,10,"West Svalbard","West Svalbard",17
"108","ASV100","KV01","100m_water","IS02",340339.586785523,0,"West Svalbard","West Svalbard",17
"109","ASV100","KV01","100m_water","NS38",705021.393081045,10,"North Svalbard","West Svalbard",17
"110","ASV100","KV01","100m_water","NS38",705021.393081045,0,"North Svalbard","West Svalbard",17
"111","ASV100","KV01","bottom_water","NS43",646498.533140049,0,"North Svalbard","West Svalbard",86
"112","ASV100","KV01","bottom_water","NS02",583972.793944275,10,"North Svalbard","West Svalbard",86
"113","ASV100","KV01","bottom_water","NS45",616165.852358866,0,"North Svalbard","West Svalbard",86
"114","ASV100","KV01","bottom_water","IS02",340339.586785523,10,"West Svalbard","West Svalbard",86
"115","ASV100","KV01","bottom_water","NS02",583972.793944275,0,"North Svalbard","West Svalbard",86
"116","ASV100","KV01","bottom_water","NS47",565119.614757287,0,"North Svalbard","West Svalbard",86
"117","ASV100","KV01","bottom_water","NS38",705021.393081045,10,"North Svalbard","West Svalbard",86
"118","ASV100","KV01","bottom_water","IS02",340339.586785523,0,"West Svalbard","West Svalbard",86
"119","ASV100","KV01","bottom_water","KH01",388228.836803037,10,"West Svalbard","West Svalbard",86
"120","ASV100","KV01","bottom_water","NS01",595205.587892054,0,"North Svalbard","West Svalbard",86
"121","ASV100","KV01","bottom_water","NS38",705021.393081045,0,"North Svalbard","West Svalbard",86
"122","ASV100","KV01","bottom_water","HR04",228500.596020837,0,"West Svalbard","West Svalbard",86
"123","ASV100","KV01","bottom_water","HR04",228500.596020837,10,"West Svalbard","West Svalbard",86
"124","ASV100","KV01","bottom_water","NS47",565119.614757287,10,"North Svalbard","West Svalbard",86
"125","ASV100","KV01","bottom_water","NS01",595205.587892054,10,"North Svalbard","West Svalbard",86
"126","ASV100","KV01","bottom_water","HR07",232591.851392527,10,"West Svalbard","West Svalbard",86
"127","ASV100","KV01","bottom_water","HR07",232591.851392527,0,"West Svalbard","West Svalbard",86
"128","ASV100","KV01","bottom_water","KH01",388228.836803037,0,"West Svalbard","West Svalbard",86
"129","ASV100","KV01","bottom_water","NS45",616165.852358866,10,"North Svalbard","West Svalbard",86
"130","ASV100","KV01","bottom_water","NS43",646498.533140049,10,"North Svalbard","West Svalbard",86
"131","ASV100","NC01","bottom_water","NS43",1112035.10120924,0,"North Svalbard","North Norway",19
"132","ASV100","NC01","bottom_water","NS02",1045600.88370292,10,"North Svalbard","North Norway",19
"133","ASV100","NC01","bottom_water","NS43",1112035.10120924,10,"North Svalbard","North Norway",19
"134","ASV100","NC01","bottom_water","HR07",697027.596674895,10,"West Svalbard","North Norway",19
"135","ASV100","NC01","bottom_water","HR04",693470.71843196,0,"West Svalbard","North Norway",19
"136","ASV100","NC01","bottom_water","KH01",853587.233148531,10,"West Svalbard","North Norway",19
"137","ASV100","NC01","bottom_water","NS02",1045600.88370292,0,"North Svalbard","North Norway",19
"138","ASV100","NC01","bottom_water","NS45",1081900.31926245,0,"North Svalbard","North Norway",19
"139","ASV100","NC01","bottom_water","IS02",805587.207051306,10,"West Svalbard","North Norway",19
"140","ASV100","NC01","bottom_water","NS01",1059972.47045464,10,"North Svalbard","North Norway",19
"141","ASV100","NC01","bottom_water","HR07",697027.596674895,0,"West Svalbard","North Norway",19
"142","ASV100","NC01","bottom_water","NS45",1081900.31926245,10,"North Svalbard","North Norway",19
"143","ASV100","NC01","bottom_water","NS47",1030952.26593743,10,"North Svalbard","North Norway",19
"144","ASV100","NC01","bottom_water","NS38",1170861.99940576,0,"North Svalbard","North Norway",19
"145","ASV100","NC01","bottom_water","IS02",805587.207051306,0,"West Svalbard","North Norway",19
"146","ASV100","NC01","bottom_water","NS47",1030952.26593743,0,"North Svalbard","North Norway",19
"147","ASV100","NC01","bottom_water","HR04",693470.71843196,10,"West Svalbard","North Norway",19
"148","ASV100","NC01","bottom_water","KH01",853587.233148531,0,"West Svalbard","North Norway",19
"149","ASV100","NC01","bottom_water","NS01",1059972.47045464,0,"North Svalbard","North Norway",19
"150","ASV100","NC01","bottom_water","NS38",1170861.99940576,10,"North Svalbard","North Norway",19
"151","ASV1002","KH10","bottom_water","KV01",536307.788412428,10,"West Svalbard","North Norway",59
"152","ASV1002","KH10","bottom_water","NS01",1088175.07493381,10,"North Svalbard","North Norway",59
"153","ASV1002","KH10","bottom_water","KH01",906816.806696072,0,"West Svalbard","North Norway",59
"154","ASV1002","KH10","bottom_water","IS02",861096.211268488,10,"West Svalbard","North Norway",59
"155","ASV1002","KH10","bottom_water","KV01",536307.788412428,0,"West Svalbard","North Norway",59
"156","ASV1002","KH10","bottom_water","IS02",861096.211268488,0,"West Svalbard","North Norway",59
"157","ASV1002","KH10","bottom_water","KH01",906816.806696072,10,"West Svalbard","North Norway",59
"158","ASV1002","KH10","bottom_water","NS01",1088175.07493381,0,"North Svalbard","North Norway",59
"159","ASV1003","HR04","100m_water","NS04",386546.993496812,100,"North Svalbard","West Svalbard",169
"160","ASV1003","HR04","100m_water","NS06",407907.079623575,100,"North Svalbard","West Svalbard",169
"161","ASV1003","HR04","100m_water","HR07",7636.3439032831,100,"West Svalbard","West Svalbard",169
"162","ASV1003","HR04","bottom_water","NS06",407907.079623575,100,"North Svalbard","West Svalbard",101
"163","ASV1003","HR04","bottom_water","NS04",386546.993496812,100,"North Svalbard","West Svalbard",101
"164","ASV1003","HR04","bottom_water","HR07",7636.3439032831,100,"West Svalbard","West Svalbard",101
"165","ASV1003","IS02","100m_water","NS38",366907.296486779,0,"North Svalbard","West Svalbard",2
"166","ASV1003","IS02","100m_water","HR07",123161.775715499,0,"West Svalbard","West Svalbard",2
"167","ASV1003","IS02","100m_water","HR04",123073.308719948,0,"West Svalbard","West Svalbard",2
"168","ASV1003","IS02","100m_water","NS10",409049.26841239,0,"North Svalbard","West Svalbard",2
"169","ASV1003","IS02","100m_water","KH03",356576.465305832,0,"NE Greenland","West Svalbard",2
"170","ASV1003","IS02","100m_water","NS04",317962.039557245,0,"North Svalbard","West Svalbard",2
"171","ASV1003","IS02","100m_water","NS06",353018.42342524,0,"North Svalbard","West Svalbard",2
"172","ASV1003","IS02","bottom_water","KH03",356576.465305832,0,"NE Greenland","West Svalbard",6
"173","ASV1003","IS02","bottom_water","NS06",353018.42342524,0,"North Svalbard","West Svalbard",6
"174","ASV1003","IS02","bottom_water","NS38",366907.296486779,0,"North Svalbard","West Svalbard",6
"175","ASV1003","IS02","bottom_water","HR04",123073.308719948,0,"West Svalbard","West Svalbard",6
"176","ASV1003","IS02","bottom_water","HR07",123161.775715499,0,"West Svalbard","West Svalbard",6
"177","ASV1003","IS02","bottom_water","NS04",317962.039557245,0,"North Svalbard","West Svalbard",6
"178","ASV1003","IS02","bottom_water","NS10",409049.26841239,0,"North Svalbard","West Svalbard",6
"179","ASV1003","KV01","bottom_water","NS06",622521.966496129,0,"North Svalbard","West Svalbard",2
"180","ASV1003","KV01","bottom_water","KH03",647006.230654427,0,"NE Greenland","West Svalbard",2
"181","ASV1003","KV01","bottom_water","NS38",705021.393081045,0,"North Svalbard","West Svalbard",2
"182","ASV1003","KV01","bottom_water","NS04",608212.197446027,0,"North Svalbard","West Svalbard",2
"183","ASV1003","KV01","bottom_water","HR07",232591.851392527,0,"West Svalbard","West Svalbard",2
"184","ASV1003","KV01","bottom_water","HR04",228500.596020837,0,"West Svalbard","West Svalbard",2
"185","ASV1003","KV01","bottom_water","NS10",684434.687343133,0,"North Svalbard","West Svalbard",2
"186","ASV1003","NC01","100m_water","HR04",693470.71843196,0,"West Svalbard","North Norway",1
"187","ASV1003","NC01","100m_water","NS06",1068371.3232193,0,"North Svalbard","North Norway",1
"188","ASV1003","NC01","100m_water","KH03",1083222.10316354,0,"NE Greenland","North Norway",1
"189","ASV1003","NC01","100m_water","HR07",697027.596674895,0,"West Svalbard","North Norway",1
"190","ASV1003","NC01","100m_water","NS10",1129754.57955922,0,"North Svalbard","North Norway",1
"191","ASV1003","NC01","100m_water","NS38",1170861.99940576,0,"North Svalbard","North Norway",1
"192","ASV1003","NC01","100m_water","NS04",1062080.58697917,0,"North Svalbard","North Norway",1
"193","ASV1003","NC01","bottom_water","NS06",1068371.3232193,0,"North Svalbard","North Norway",1
"194","ASV1003","NC01","bottom_water","HR07",697027.596674895,0,"West Svalbard","North Norway",1
"195","ASV1003","NC01","bottom_water","KH03",1083222.10316354,0,"NE Greenland","North Norway",1
"196","ASV1003","NC01","bottom_water","NS38",1170861.99940576,0,"North Svalbard","North Norway",1
"197","ASV1003","NC01","bottom_water","HR04",693470.71843196,0,"West Svalbard","North Norway",1
"198","ASV1003","NC01","bottom_water","NS04",1062080.58697917,0,"North Svalbard","North Norway",1
"199","ASV1003","NC01","bottom_water","NS10",1129754.57955922,0,"North Svalbard","North Norway",1
"200","ASV1003","NC01","surface_water","NS06",1068371.3232193,0,"North Svalbard","North Norway",1
"201","ASV1003","NC01","surface_water","KH03",1083222.10316354,0,"NE Greenland","North Norway",1
"202","ASV1003","NC01","surface_water","HR04",693470.71843196,0,"West Svalbard","North Norway",1
"203","ASV1003","NC01","surface_water","NS10",1129754.57955922,0,"North Svalbard","North Norway",1
"204","ASV1003","NC01","surface_water","NS04",1062080.58697917,0,"North Svalbard","North Norway",1
"205","ASV1003","NC01","surface_water","HR07",697027.596674895,0,"West Svalbard","North Norway",1
"206","ASV1003","NC01","surface_water","NS38",1170861.99940576,0,"North Svalbard","North Norway",1
"207","ASV1005","KH02","bottom_water","NS47",273493.092239242,100,"North Svalbard","NE Greenland",242
"208","ASV1005","KH02","bottom_water","KV01",667852.027674485,100,"West Svalbard","NE Greenland",242
"209","ASV1005","KH03","bottom_water","KV01",647006.230654427,100,"West Svalbard","NE Greenland",873
"210","ASV1005","KH03","bottom_water","NS47",286708.370743014,100,"North Svalbard","NE Greenland",873
"211","ASV1011","NS02","100m_water","NS01",53889.687538777,0,"North Svalbard","North Svalbard",1600
"212","ASV1011","NS02","100m_water","IS02",269254.062574363,10,"West Svalbard","North Svalbard",1600
"213","ASV1011","NS02","100m_water","NS10",163511.947853067,10,"North Svalbard","North Svalbard",1600
"214","ASV1011","NS02","100m_water","NS12",146160.67331444,0,"North Svalbard","North Svalbard",1600
"215","ASV1011","NS02","100m_water","IS01",228203.950704928,10,"West Svalbard","North Svalbard",1600
"216","ASV1011","NS02","100m_water","NS12",146160.67331444,10,"North Svalbard","North Svalbard",1600
"217","ASV1011","NS02","100m_water","NS04",75954.0584045058,0,"North Svalbard","North Svalbard",1600
"218","ASV1011","NS02","100m_water","IS01",228203.950704928,0,"West Svalbard","North Svalbard",1600
"219","ASV1011","NS02","100m_water","NS47",110190.206765948,10,"North Svalbard","North Svalbard",1600
"220","ASV1011","NS02","100m_water","NS47",110190.206765948,0,"North Svalbard","North Svalbard",1600
"221","ASV1011","NS02","100m_water","IS02",269254.062574363,0,"West Svalbard","North Svalbard",1600
"222","ASV1011","NS02","100m_water","NS10",163511.947853067,0,"North Svalbard","North Svalbard",1600
"223","ASV1011","NS43","bottom_water","NS12",204715.615962307,10,"North Svalbard","North Svalbard",29
"224","ASV1011","NS43","bottom_water","NS01",57826.4032599906,0,"North Svalbard","North Svalbard",29
"225","ASV1011","NS43","bottom_water","NS10",226197.772569245,10,"North Svalbard","North Svalbard",29
"226","ASV1011","NS43","bottom_water","IS01",281224.80940727,0,"West Svalbard","North Svalbard",29
"227","ASV1011","NS43","bottom_water","NS10",226197.772569245,0,"North Svalbard","North Svalbard",29
"228","ASV1011","NS43","bottom_water","NS47",88314.7502125091,10,"North Svalbard","North Svalbard",29
"229","ASV1011","NS43","bottom_water","NS04",162970.205112177,0,"North Svalbard","North Svalbard",29
"230","ASV1011","NS43","bottom_water","IS02",311739.658196287,0,"West Svalbard","North Svalbard",29
"231","ASV1011","NS43","bottom_water","IS01",281224.80940727,10,"West Svalbard","North Svalbard",29
"232","ASV1011","NS43","bottom_water","IS02",311739.658196287,10,"West Svalbard","North Svalbard",29
"233","ASV1011","NS43","bottom_water","NS12",204715.615962307,0,"North Svalbard","North Svalbard",29
"234","ASV1011","NS43","bottom_water","NS47",88314.7502125091,0,"North Svalbard","North Svalbard",29
"235","ASV1013","NS38","bottom_water","NS43",65274.0726219047,0,"North Svalbard","North Svalbard",711
"236","ASV1013","NS38","bottom_water","KH03",321222.224126152,100,"NE Greenland","North Svalbard",711
"237","ASV1013","NS38","bottom_water","IS02",366907.296486779,10,"West Svalbard","North Svalbard",711
"238","ASV1013","NS38","bottom_water","KH03",321222.224126152,0,"NE Greenland","North Svalbard",711
"239","ASV1013","NS38","bottom_water","KH03",321222.224126152,10,"NE Greenland","North Svalbard",711
"240","ASV1013","NS38","bottom_water","NS43",65274.0726219047,10,"North Svalbard","North Svalbard",711
"241","ASV1013","NS38","bottom_water","NS43",65274.0726219047,100,"North Svalbard","North Svalbard",711
"242","ASV1013","NS38","bottom_water","NS45",90246.7700513288,0,"North Svalbard","North Svalbard",711
"243","ASV1013","NS38","bottom_water","IS02",366907.296486779,0,"West Svalbard","North Svalbard",711
"244","ASV1013","NS38","bottom_water","NS45",90246.7700513288,10,"North Svalbard","North Svalbard",711
"245","ASV1019","IS02","bottom_water","KV01",340339.586785523,0,"West Svalbard","West Svalbard",3
"246","ASV1019","IS02","bottom_water","NS38",366907.296486779,0,"North Svalbard","West Svalbard",3
"247","ASV102","IS02","bottom_water","KV01",340339.586785523,10000,"West Svalbard","West Svalbard",12526
"248","ASV1020","IS02","bottom_water","HR04",123073.308719948,0,"West Svalbard","West Svalbard",1
"249","ASV1020","IS02","bottom_water","HR07",123161.775715499,0,"West Svalbard","West Svalbard",1
"250","ASV1020","IS02","bottom_water","IS01",48021.198533344,0,"West Svalbard","West Svalbard",1
"251","ASV1020","IS02","bottom_water","KH03",356576.465305832,0,"NE Greenland","West Svalbard",1
"252","ASV1020","IS02","bottom_water","NS04",317962.039557245,0,"North Svalbard","West Svalbard",1
"253","ASV1020","IS02","bottom_water","NS02",269254.062574363,0,"North Svalbard","West Svalbard",1
"254","ASV1020","IS02","bottom_water","NS06",353018.42342524,0,"North Svalbard","West Svalbard",1
"255","ASV1020","KV01","bottom_water","HR07",232591.851392527,0,"West Svalbard","West Svalbard",5
"256","ASV1020","KV01","bottom_water","KH03",647006.230654427,0,"NE Greenland","West Svalbard",5
"257","ASV1020","KV01","bottom_water","NS04",608212.197446027,0,"North Svalbard","West Svalbard",5
"258","ASV1020","KV01","bottom_water","IS01",365307.0875536,0,"West Svalbard","West Svalbard",5
"259","ASV1020","KV01","bottom_water","NS02",583972.793944275,0,"North Svalbard","West Svalbard",5
"260","ASV1020","KV01","bottom_water","NS06",622521.966496129,0,"North Svalbard","West Svalbard",5
"261","ASV1020","KV01","bottom_water","HR04",228500.596020837,0,"West Svalbard","West Svalbard",5
"262","ASV1020","NC01","bottom_water","NS06",1068371.3232193,0,"North Svalbard","North Norway",3
"263","ASV1020","NC01","bottom_water","HR07",697027.596674895,0,"West Svalbard","North Norway",3
"264","ASV1020","NC01","bottom_water","NS04",1062080.58697917,0,"North Svalbard","North Norway",3
"265","ASV1020","NC01","bottom_water","KH03",1083222.10316354,0,"NE Greenland","North Norway",3
"266","ASV1020","NC01","bottom_water","HR04",693470.71843196,0,"West Svalbard","North Norway",3
"267","ASV1020","NC01","bottom_water","NS02",1045600.88370292,0,"North Svalbard","North Norway",3
"268","ASV1020","NC01","bottom_water","IS01",830997.627207218,0,"West Svalbard","North Norway",3
"269","ASV1020","NS10","100m_water","HR07",462677.079538901,10,"West Svalbard","North Svalbard",46
"270","ASV1020","NS10","100m_water","NS06",61935.9687607925,10,"North Svalbard","North Svalbard",46
"271","ASV1020","NS10","100m_water","HR04",468927.314364479,0,"West Svalbard","North Svalbard",46
"272","ASV1020","NS10","100m_water","NS04",93358.9219093912,0,"North Svalbard","North Svalbard",46
"273","ASV1020","NS10","100m_water","KH03",551230.182308597,0,"NE Greenland","North Svalbard",46
"274","ASV1020","NS10","100m_water","IS01",362596.935390565,0,"West Svalbard","North Svalbard",46
"275","ASV1020","NS10","100m_water","HR07",462677.079538901,0,"West Svalbard","North Svalbard",46
"276","ASV1020","NS10","100m_water","NS02",163511.947853067,0,"North Svalbard","North Svalbard",46
"277","ASV1020","NS10","100m_water","HR04",468927.314364479,10,"West Svalbard","North Svalbard",46
"278","ASV1020","NS10","100m_water","NS06",61935.9687607925,0,"North Svalbard","North Svalbard",46
"279","ASV1020","NS10","bottom_water","HR04",468927.314364479,0,"West Svalbard","North Svalbard",9
"280","ASV1020","NS10","bottom_water","KH03",551230.182308597,0,"NE Greenland","North Svalbard",9
"281","ASV1020","NS10","bottom_water","NS02",163511.947853067,0,"North Svalbard","North Svalbard",9
"282","ASV1020","NS10","bottom_water","NS04",93358.9219093912,0,"North Svalbard","North Svalbard",9
"283","ASV1020","NS10","bottom_water","IS01",362596.935390565,0,"West Svalbard","North Svalbard",9
"284","ASV1020","NS10","bottom_water","NS06",61935.9687607925,0,"North Svalbard","North Svalbard",9
"285","ASV1020","NS10","bottom_water","HR07",462677.079538901,0,"West Svalbard","North Svalbard",9
"286","ASV1020","NS12","bottom_water","KH03",530634.975268226,0,"NE Greenland","North Svalbard",1
"287","ASV1020","NS12","bottom_water","NS02",146160.67331444,0,"North Svalbard","North Svalbard",1
"288","ASV1020","NS12","bottom_water","HR07",457334.51057453,0,"West Svalbard","North Svalbard",1
"289","ASV1020","NS12","bottom_water","NS06",63215.9203628152,0,"North Svalbard","North Svalbard",1
"290","ASV1020","NS12","bottom_water","IS01",352745.383890105,0,"West Svalbard","North Svalbard",1
