ASV_ID,group,taxon1,taxon2,taxon3,taxon4,taxon5,mean_similarity
ASV1098,benthic,Monothalamea,ENFOR8,ENFOR8_X,ENFOR8_XX,ENFOR8_XX_sp,0.919
ASV1099,benthic,Globothalamea,Textulariida,Trochamminidae,Trochammina,Trochammina_hadai,0.907
ASV1100,unassigned,unassigned,unassigned,,,,
ASV1103,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON_5,ICEMON_5_sp,0.958
ASV1105,unassigned,unassigned,unassigned,,,,
ASV1106,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Leannia,Leannia_sp,0.937
ASV1107,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.99
ASV1108,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.926
ASV1109,unassigned,unassigned,unassigned,,,,
ASV1110,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_scorpiurus,1
ASV1111,unassigned,unassigned,unassigned,,,,
ASV1112,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.966
ASV1113,unassigned,unassigned,unassigned,,,,
ASV1114,unassigned,unassigned,unassigned,,,,
ASV1119,unassigned,unassigned,unassigned,,,,
ASV1120,unassigned,unassigned,unassigned,,,,
ASV1123,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.962
ASV1124,unassigned,unassigned,unassigned,,,,
ASV1125,unassigned,unassigned,unassigned,,,,
ASV1126,unassigned,unassigned,unassigned,,,,
ASV1128,unassigned,unassigned,unassigned,,,,
ASV1129,unassigned,unassigned,unassigned,,,,
ASV1130,unassigned,unassigned,unassigned,,,,
ASV1131,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionellina,Nonionellina_labradorica,0.993
ASV1132,unassigned,unassigned,unassigned,,,,
ASV1133,unassigned,unassigned,unassigned,,,,
ASV1134,unassigned,unassigned,unassigned,,,,
ASV1135,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,Epistominella,Epistominella_sp,0.969
ASV1136,unassigned,unassigned,unassigned,,,,
ASV1138,unassigned,unassigned,unassigned,,,,
ASV1139,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.909
ASV1140,unassigned,unassigned,unassigned,,,,
ASV1141,unassigned,unassigned,unassigned,,,,
ASV1142,unassigned,unassigned,unassigned,,,,
ASV1143,unassigned,unassigned,unassigned,,,,
ASV1144,unassigned,unassigned,unassigned,,,,
ASV1145,unassigned,unassigned,unassigned,,,,
ASV1146,unassigned,unassigned,unassigned,,,,
ASV1149,unassigned,unassigned,unassigned,,,,
ASV1150,unassigned,unassigned,unassigned,,,,
ASV1151,unassigned,unassigned,unassigned,,,,
ASV1152,benthic,Globothalamea,Textulariida,Ammosphaeroidinidae,Cribrostomoides,Cribrostomoides_sp,1
ASV1153,unassigned,unassigned,unassigned,,,,
ASV1154,unassigned,unassigned,unassigned,,,,
ASV1155,unassigned,unassigned,unassigned,,,,
ASV1156,unassigned,unassigned,unassigned,,,,
ASV1157,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,0.978
ASV1159,benthic,Globothalamea,Textulariida,Ammosphaeroidinidae,Cribrostomoides,Cribrostomoides_sp,0.903
ASV1160,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_incompta,1
ASV1161,unassigned,unassigned,unassigned,,,,
ASV1162,unassigned,unassigned,unassigned,,,,
ASV1163,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.941
ASV1164,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.932
ASV1165,unassigned,unassigned,unassigned,,,,
ASV1166,unassigned,unassigned,unassigned,,,,
ASV1167,benthic,Monothalamea,CladeCON,CladeCON_X,Conqueria,Conqueria_bolivari,0.993
ASV1169,unassigned,unassigned,unassigned,,,,
ASV1173,unassigned,unassigned,unassigned,,,,
ASV1174,unassigned,unassigned,unassigned,,,,
ASV1175,benthic,Monothalamea,CladeC,CladeC_X,Pilulina,Pilulina_argentea,0.917
ASV1176,unassigned,unassigned,unassigned,,,,
ASV1177,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.904
ASV1178,unassigned,unassigned,unassigned,,,,
ASV1179,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.911
ASV1180,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.904
ASV1181,unassigned,unassigned,unassigned,,,,
ASV1182,unassigned,unassigned,unassigned,,,,
ASV1183,unassigned,unassigned,unassigned,,,,
ASV1184,benthic,Globothalamea,Rotaliida,Pulleniidae,Pullenia,Pullenia_sp,0.937
ASV1185,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.992
ASV1186,unassigned,unassigned,unassigned,,,,
ASV1187,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.933
ASV1188,benthic,Globothalamea,Rotaliida,Globobuliminidae,Globobulimina,Globobulimina_sp,1
ASV1189,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.955
ASV1190,unassigned,unassigned,unassigned,,,,
ASV1191,unassigned,unassigned,unassigned,,,,
ASV1192,unassigned,unassigned,unassigned,,,,
ASV1193,unassigned,unassigned,unassigned,,,,
ASV1194,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.916
ASV1195,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,1
ASV1196,benthic,Monothalamea,CladeY,Lacogromiidae,Lacogromia,Lacogromia_cassipara,0.916
ASV1198,unassigned,unassigned,unassigned,,,,
ASV1199,unassigned,unassigned,unassigned,,,,
ASV1200,unassigned,unassigned,unassigned,,,,
ASV1201,unassigned,unassigned,unassigned,,,,
ASV1202,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.926
ASV1203,unassigned,unassigned,unassigned,,,,
ASV1204,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON,ICEMON__sp,0.921
ASV1205,benthic,Globothalamea,Rotaliida,Alabaminidae,Oridorsalis,Oridorsalis_sp,0.976
ASV1206,unassigned,unassigned,unassigned,,,,
ASV1208,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.929
ASV1209,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_sp,0.931
ASV1210,unassigned,unassigned,unassigned,,,,
ASV1211,unassigned,unassigned,unassigned,,,,
ASV1212,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON,ICEMON__sp,0.929
ASV1213,unassigned,unassigned,unassigned,,,,
ASV1214,unassigned,unassigned,unassigned,,,,
ASV1215,unassigned,unassigned,unassigned,,,,
ASV1216,unassigned,unassigned,unassigned,,,,
ASV1217,unassigned,unassigned,unassigned,,,,
ASV1218,unassigned,unassigned,unassigned,,,,
ASV1219,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.992
ASV1220,unassigned,unassigned,unassigned,,,,
ASV1221,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.908
ASV1222,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.973
ASV1223,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.916
ASV1224,unassigned,unassigned,unassigned,,,,
ASV1225,unassigned,unassigned,unassigned,,,,
ASV1226,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.987
ASV1227,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.94
ASV1228,unassigned,unassigned,unassigned,,,,
ASV1229,unassigned,unassigned,unassigned,,,,
ASV1230,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,1
ASV1231,benthic,Globothalamea,Rotaliida,Buliminidae,Bulimina,Bulimina_elongata,0.913
ASV1232,unassigned,unassigned,unassigned,,,,
ASV1233,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.986
ASV1234,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.936
ASV1235,unassigned,unassigned,unassigned,,,,
ASV1236,unassigned,unassigned,unassigned,,,,
ASV1237,unassigned,unassigned,unassigned,,,,
ASV1238,unassigned,unassigned,unassigned,,,,
ASV1240,unassigned,unassigned,unassigned,,,,
ASV1241,benthic,Monothalamea,CladeB,Bowseriidae,,,0.928
ASV1242,benthic,Monothalamea,CladeE,Vellariidae,Vellaria,Vellaria_sp,0.976
ASV1243,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.912
ASV1244,unassigned,unassigned,unassigned,,,,
ASV1245,unassigned,unassigned,unassigned,,,,
ASV1246,unassigned,unassigned,unassigned,,,,
ASV1247,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.937
ASV1248,unassigned,unassigned,unassigned,,,,
ASV1249,unassigned,unassigned,unassigned,,,,
ASV1250,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.923
ASV1252,unassigned,unassigned,unassigned,,,,
ASV1253,unassigned,unassigned,unassigned,,,,
ASV1254,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Leannia,Leannia_sp,0.96
ASV1255,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.932
ASV1256,unassigned,unassigned,unassigned,,,,
ASV1257,unassigned,unassigned,unassigned,,,,
ASV1258,unassigned,unassigned,unassigned,,,,
ASV1259,unassigned,unassigned,unassigned,,,,
ASV1260,unassigned,unassigned,unassigned,,,,
ASV1261,unassigned,unassigned,unassigned,,,,
ASV1263,unassigned,unassigned,unassigned,,,,
ASV1264,unassigned,unassigned,unassigned,,,,
ASV1265,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicides,Cibicides_sp,0.918
ASV1267,unassigned,unassigned,unassigned,,,,
ASV1269,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.94
ASV1270,unassigned,unassigned,unassigned,,,,
ASV1271,benthic,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,Bolivina_skagerrakensis,0.926
ASV1272,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.934
ASV1273,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.932
ASV1274,unassigned,unassigned,unassigned,,,,
ASV1275,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.917
ASV1276,benthic,Globothalamea,Rotaliida,Cassidulinidae,Cassidulina,Cassidulina_sp,0.929
ASV1277,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.913
ASV1278,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.99
ASV1279,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.932
ASV1280,unassigned,unassigned,unassigned,,,,
ASV1282,unassigned,unassigned,unassigned,,,,
ASV1283,unassigned,unassigned,unassigned,,,,
ASV1287,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.919
ASV1288,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_sp,1
ASV1289,benthic,Globothalamea,Textulariida,Textulariidae,Textularia,Textularia_gramen,0.977
ASV1290,unassigned,unassigned,unassigned,,,,
ASV1291,unassigned,unassigned,unassigned,,,,
ASV1294,unassigned,unassigned,unassigned,,,,
ASV1295,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.928
ASV1296,unassigned,unassigned,unassigned,,,,
ASV1299,unassigned,unassigned,unassigned,,,,
ASV1300,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_pilulifera,1
ASV1301,unassigned,unassigned,unassigned,,,,
ASV1302,unassigned,unassigned,unassigned,,,,
ASV1303,unassigned,unassigned,unassigned,,,,
ASV1304,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_scorpiurus,0.976
ASV1305,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.924
ASV1306,unassigned,unassigned,unassigned,,,,
ASV1307,unassigned,unassigned,unassigned,,,,
ASV1309,benthic,Monothalamea,CladeB,Bowseriidae,,,0.903
ASV1310,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,0.993
ASV1311,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.953
ASV1313,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.926
ASV1314,benthic,Monothalamea,CladeA,Limaxiidae,Limaxia,Limaxia_sp,0.914
ASV1315,benthic,Globothalamea,Rotaliida,Cassidulinidae,,,0.979
ASV1316,benthic,Globothalamea,Rotaliida,Glabratellidae,Glabratella,Glabratella_sp,0.913
ASV1317,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.969
ASV1318,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.972
ASV1320,unassigned,unassigned,unassigned,,,,
ASV1321,unassigned,unassigned,unassigned,,,,
ASV1322,unassigned,unassigned,unassigned,,,,
ASV1323,unassigned,unassigned,unassigned,,,,
ASV1324,unassigned,unassigned,unassigned,,,,
ASV1325,unassigned,unassigned,unassigned,,,,
ASV1326,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Leannia,Leannia_sp,0.913
ASV1327,unassigned,unassigned,unassigned,,,,
ASV1328,unassigned,unassigned,unassigned,,,,
ASV1329,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.912
ASV1330,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.915
ASV1331,unassigned,unassigned,unassigned,,,,
ASV1333,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.992
ASV1336,unassigned,unassigned,unassigned,,,,
ASV1339,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.97
ASV1340,unassigned,unassigned,unassigned,,,,
ASV1341,unassigned,unassigned,unassigned,,,,
ASV1342,unassigned,unassigned,unassigned,,,,
ASV1343,benthic,Monothalamea,CladeBM,CladeBM_X,Bathysiphon,Bathysiphon_argenteus,1
ASV1345,benthic,Monothalamea,ENFOR3,ENFOR3_X,ENFOR3_XX,ENFOR3_XX_sp,0.973
ASV1346,unassigned,unassigned,unassigned,,,,
ASV1348,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.915
ASV1350,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.92
ASV1351,unassigned,unassigned,unassigned,,,,
ASV1352,unassigned,unassigned,unassigned,,,,
ASV1353,unassigned,unassigned,unassigned,,,,
ASV1354,unassigned,unassigned,unassigned,,,,
ASV1355,benthic,Monothalamea,ENFOR3,ENFOR3_X,ENFOR3_XX,ENFOR3_XX_sp,0.973
ASV1356,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_pachyderma,1
ASV1358,benthic,Monothalamea,ENFOR3,ENFOR3_X,ENFOR3_XX,ENFOR3_XX_sp,0.973
ASV1359,unassigned,unassigned,unassigned,,,,
ASV1360,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.925
ASV1361,unassigned,unassigned,unassigned,,,,
ASV1362,unassigned,unassigned,unassigned,,,,
ASV1363,unassigned,unassigned,unassigned,,,,
ASV1365,unassigned,unassigned,unassigned,,,,
ASV1366,unassigned,unassigned,unassigned,,,,
ASV1367,unassigned,unassigned,unassigned,,,,
ASV1368,unassigned,unassigned,unassigned,,,,
ASV1371,unassigned,unassigned,unassigned,,,,
ASV1372,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.96
ASV1373,unassigned,unassigned,unassigned,,,,
ASV1374,unassigned,unassigned,unassigned,,,,
ASV1375,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,Epistominella,Epistominella_sp,0.961
ASV1378,unassigned,unassigned,unassigned,,,,
ASV1380,unassigned,unassigned,unassigned,,,,
ASV1381,unassigned,unassigned,unassigned,,,,
ASV1383,unassigned,unassigned,unassigned,,,,
ASV1384,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.924
ASV1386,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,Epistominella,Epistominella_sp,0.927
ASV1387,unassigned,unassigned,unassigned,,,,
ASV1388,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.938
ASV1389,unassigned,unassigned,unassigned,,,,
ASV1392,unassigned,unassigned,unassigned,,,,
ASV1393,unassigned,unassigned,unassigned,,,,
ASV1394,benthic,Globothalamea,Rotaliida,Glabratellidae,Glabratella,Glabratella_sp,0.913
ASV1395,unassigned,unassigned,unassigned,,,,
ASV1396,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionoides,Nonionoides_grateloupii,0.979
ASV1397,unassigned,unassigned,unassigned,,,,
ASV1399,unassigned,unassigned,unassigned,,,,
ASV1402,unassigned,unassigned,unassigned,,,,
ASV1405,unassigned,unassigned,unassigned,,,,
ASV1406,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,0.951
ASV1408,unassigned,unassigned,unassigned,,,,
ASV1411,benthic,Globothalamea,Rotaliida,Cassidulinidae,Globocassidulina,Globocassidulina_rossensis,0.91
ASV1413,unassigned,unassigned,unassigned,,,,
ASV1415,unassigned,unassigned,unassigned,,,,
ASV1416,benthic,Monothalamea,CladeM,CladeM_X,CladeM_XX,CladeM_XX_sp,0.932
ASV1417,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.945
ASV1418,unassigned,unassigned,unassigned,,,,
ASV1421,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.927
ASV1422,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.908
ASV1423,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionellina,Nonionellina_labradorica,0.958
ASV1425,unassigned,unassigned,unassigned,,,,
ASV1426,unassigned,unassigned,unassigned,,,,
ASV1428,unassigned,unassigned,unassigned,,,,
ASV1430,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,,,1
ASV1431,unassigned,unassigned,unassigned,,,,
ASV1432,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.94
ASV1433,benthic,Monothalamea,CladeC,CladeC_X,,,0.918
ASV1434,unassigned,unassigned,unassigned,,,,
ASV1436,benthic,Globothalamea,Rotaliida,Cassidulinidae,,,1
ASV1437,unassigned,unassigned,unassigned,,,,
ASV1438,unassigned,unassigned,unassigned,,,,
ASV1439,benthic,Monothalamea,CladeB,CladeB_X,Pelosina,Pelosina_sp,0.927
ASV1440,unassigned,unassigned,unassigned,,,,
ASV1442,unassigned,unassigned,unassigned,,,,
ASV1443,unassigned,unassigned,unassigned,,,,
ASV1444,unassigned,unassigned,unassigned,,,,
ASV1446,benthic,Monothalamea,CladeM,CladeM_X,CladeM_XX,CladeM_XX_sp,0.969
ASV1447,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.932
ASV1449,unassigned,unassigned,unassigned,,,,
ASV1450,unassigned,unassigned,unassigned,,,,
ASV1452,unassigned,unassigned,unassigned,,,,
ASV1455,unassigned,unassigned,unassigned,,,,
ASV1456,benthic,Monothalamea,CladeBM,CladeBM_X,Micrometula,Micrometula_sp,0.968
ASV1458,benthic,Monothalamea,CladeG,,,,0.932
ASV1459,unassigned,unassigned,unassigned,,,,
ASV1460,unassigned,unassigned,unassigned,,,,
ASV1461,unassigned,unassigned,unassigned,,,,
ASV1462,unassigned,unassigned,unassigned,,,,
ASV1463,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.942
ASV1466,unassigned,unassigned,unassigned,,,,
ASV1468,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,0.928
ASV1470,unassigned,unassigned,unassigned,,,,
ASV1472,unassigned,unassigned,unassigned,,,,
ASV1473,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.91
ASV1474,unassigned,unassigned,unassigned,,,,
ASV1475,unassigned,unassigned,unassigned,,,,
ASV1476,unassigned,unassigned,unassigned,,,,
ASV1479,unassigned,unassigned,unassigned,,,,
ASV1482,unassigned,unassigned,unassigned,,,,
ASV1483,unassigned,unassigned,unassigned,,,,
ASV1484,unassigned,unassigned,unassigned,,,,
ASV1485,unassigned,unassigned,unassigned,,,,
ASV1486,unassigned,unassigned,unassigned,,,,
ASV1488,unassigned,unassigned,unassigned,,,,
ASV1489,benthic,Monothalamea,,,,,1
ASV1490,unassigned,unassigned,unassigned,,,,
ASV1492,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.904
ASV1493,unassigned,unassigned,unassigned,,,,
ASV1494,unassigned,unassigned,unassigned,,,,
ASV1495,unassigned,unassigned,unassigned,,,,
ASV1497,unassigned,unassigned,unassigned,,,,
ASV1498,unassigned,unassigned,unassigned,,,,
ASV1500,unassigned,unassigned,unassigned,,,,
ASV1501,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.966
ASV1502,unassigned,unassigned,unassigned,,,,
ASV1503,unassigned,unassigned,unassigned,,,,
ASV1504,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.991
ASV1505,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.99
ASV1508,unassigned,unassigned,unassigned,,,,
ASV1509,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.909
ASV1510,unassigned,unassigned,unassigned,,,,
ASV1512,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.939
ASV1514,benthic,Monothalamea,CladeM,CladeM_X,CladeM_XX,CladeM_XX_sp,0.925
ASV1515,unassigned,unassigned,unassigned,,,,
ASV1516,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.958
ASV1517,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.956
ASV1518,unassigned,unassigned,unassigned,,,,
ASV1519,unassigned,unassigned,unassigned,,,,
ASV1520,unassigned,unassigned,unassigned,,,,
ASV1521,benthic,Globothalamea,Rotaliida,Uvigerinidae,Trifarina,Trifarina_earlandii,0.98
ASV1522,unassigned,unassigned,unassigned,,,,
ASV1523,unassigned,unassigned,unassigned,,,,
ASV1524,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.908
ASV1525,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.945
ASV1526,unassigned,unassigned,unassigned,,,,
ASV1529,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_crystallifera,0.906
ASV1530,unassigned,unassigned,unassigned,,,,
ASV1531,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON_5,ICEMON_5_sp,0.9
ASV1532,unassigned,unassigned,unassigned,,,,
ASV1533,unassigned,unassigned,unassigned,,,,
ASV1534,unassigned,unassigned,unassigned,,,,
ASV1535,unassigned,unassigned,unassigned,,,,
ASV1536,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.992
ASV1537,unassigned,unassigned,unassigned,,,,
ASV1539,unassigned,unassigned,unassigned,,,,
ASV1540,unassigned,unassigned,unassigned,,,,
ASV1541,benthic,Monothalamea,ENFOR8,ENFOR8_X,ENFOR8_XX,ENFOR8_XX_sp,0.977
ASV1542,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.917
ASV1543,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.97
ASV1544,unassigned,unassigned,unassigned,,,,
ASV1545,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.918
ASV1546,benthic,Monothalamea,CladeC,Bathyallogromiidae,Bathyallogromia,Bathyallogromia_sp,0.902
ASV1547,unassigned,unassigned,unassigned,,,,
ASV1548,unassigned,unassigned,unassigned,,,,
ASV1549,benthic,Tubothalamea,Miliolida,Hauerinidae,Quinqueloculina,Quinqueloculina_sp,0.967
ASV1552,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.907
ASV1553,unassigned,unassigned,unassigned,,,,
ASV1554,unassigned,unassigned,unassigned,,,,
ASV1556,unassigned,unassigned,unassigned,,,,
ASV1557,unassigned,unassigned,unassigned,,,,
ASV1558,benthic,Monothalamea,ENFOR8,ENFOR8_X,ENFOR8_XX,ENFOR8_XX_sp,0.919
ASV1559,unassigned,unassigned,unassigned,,,,
ASV1560,unassigned,unassigned,unassigned,,,,
ASV1561,unassigned,unassigned,unassigned,,,,
ASV1562,unassigned,unassigned,unassigned,,,,
ASV1564,unassigned,unassigned,unassigned,,,,
ASV1565,unassigned,unassigned,unassigned,,,,
ASV1567,unassigned,unassigned,unassigned,,,,
ASV1568,unassigned,unassigned,unassigned,,,,
ASV1570,unassigned,unassigned,unassigned,,,,
ASV1572,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON,ICEMON__sp,0.906
ASV1573,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.935
ASV1575,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,1
ASV1576,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,1
ASV1577,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.947
ASV1579,unassigned,unassigned,unassigned,,,,
ASV1582,unassigned,unassigned,unassigned,,,,
ASV1583,benthic,Monothalamea,ENFOR8,ENFOR8_X,ENFOR8_XX,ENFOR8_XX_sp,0.91
ASV1584,unassigned,unassigned,unassigned,,,,
