"","ASV","station_2","sample_type","station_1","d2s","threshold","region_1","region_2","abundance"
"68","ASV1094","NS02","bottom_water","KH01",228366.448947434,0,"West Svalbard","North Svalbard",5
"69","ASV1096","NS01","100m_water","NS02",53889.687538777,0,"North Svalbard","North Svalbard",1
"70","ASV1099","KH03","bottom_water","KH09",222683.198313936,10,"Greenland Ridge","NE Greenland",1073
"71","ASV1099","KH03","bottom_water","KH09",222683.198313936,0,"Greenland Ridge","NE Greenland",1073
"72","ASV11","KH02","100m_water","KH03",35015.2323087072,100,"NE Greenland","NE Greenland",102
"73","ASV110","KH09","surface_water","KV01",503813.261049227,0,"West Svalbard","Greenland Ridge",3
"74","ASV1103","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",5
"75","ASV1105","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",68
"76","ASV1105","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",68
"77","ASV1107","IS02","100m_water","IS01",48021.198533344,0,"West Svalbard","West Svalbard",42
"78","ASV1107","IS02","100m_water","IS01",48021.198533344,10,"West Svalbard","West Svalbard",42
"79","ASV1108","NS10","bottom_water","NS06",61935.9687607925,10,"North Svalbard","North Svalbard",11
"80","ASV1108","NS10","bottom_water","NS06",61935.9687607925,0,"North Svalbard","North Svalbard",11
"81","ASV1109","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",10
"82","ASV1109","NC01","bottom_water","KH09",898929.221042087,10,"Greenland Ridge","North Norway",10
"83","ASV111","KH07","surface_water","KH08",4139.98176435489,10,"Greenland Ridge","Greenland Ridge",11
"84","ASV1110","NS43","bottom_water","NS38",65274.0726219047,10,"North Svalbard","North Svalbard",77
"85","ASV1110","NS43","bottom_water","NS38",65274.0726219047,0,"North Svalbard","North Svalbard",77
"86","ASV1114","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",5
"87","ASV112","NS10","100m_water","NS12",21916.4905658516,10,"North Svalbard","North Svalbard",1531
"88","ASV112","NS10","100m_water","NS12",21916.4905658516,100,"North Svalbard","North Svalbard",1531
"89","ASV112","NS10","bottom_water","NS12",21916.4905658516,10,"North Svalbard","North Svalbard",473
"90","ASV112","NS10","bottom_water","NS12",21916.4905658516,100,"North Svalbard","North Svalbard",473
"91","ASV1125","NS12","100m_water","NS10",21916.4905658516,10,"North Svalbard","North Svalbard",1472
"92","ASV113","NS12","100m_water","NS06",63215.9203628152,0,"North Svalbard","North Svalbard",17
"93","ASV113","NS12","100m_water","NS06",63215.9203628152,10,"North Svalbard","North Svalbard",17
"94","ASV113","NS12","bottom_water","NS06",63215.9203628152,10,"North Svalbard","North Svalbard",87
"95","ASV113","NS12","bottom_water","NS06",63215.9203628152,0,"North Svalbard","North Svalbard",87
"96","ASV1130","IS02","100m_water","KH02",366622.220343254,0,"NE Greenland","West Svalbard",980
"97","ASV1130","IS02","100m_water","KH02",366622.220343254,10,"NE Greenland","West Svalbard",980
"98","ASV1136","NS04","100m_water","HR04",386546.993496812,0,"West Svalbard","North Svalbard",4
"99","ASV1136","NS04","bottom_water","HR04",386546.993496812,10,"West Svalbard","North Svalbard",36
"100","ASV1136","NS04","bottom_water","HR04",386546.993496812,0,"West Svalbard","North Svalbard",36
"101","ASV1140","KH03","bottom_water","KH07",213283.615331059,100,"Greenland Ridge","NE Greenland",496
"102","ASV1142","NS38","bottom_water","NS43",65274.0726219047,100,"North Svalbard","North Svalbard",164
"103","ASV1144","HR04","100m_water","IS02",123073.308719948,0,"West Svalbard","West Svalbard",1
"104","ASV1144","HR04","bottom_water","IS02",123073.308719948,0,"West Svalbard","West Svalbard",4
"105","ASV1149","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",6
"106","ASV115","NS12","bottom_water","NS10",21916.4905658516,100,"North Svalbard","North Svalbard",203
"107","ASV1150","NC01","bottom_water","NS47",1030952.26593743,100,"North Svalbard","North Norway",148
"108","ASV1153","NS10","100m_water","NS12",21916.4905658516,100,"North Svalbard","North Svalbard",364
"109","ASV1153","NS10","100m_water","NS12",21916.4905658516,10,"North Svalbard","North Svalbard",364
"110","ASV1153","NS10","100m_water","NS12",21916.4905658516,0,"North Svalbard","North Svalbard",364
"111","ASV1153","NS10","bottom_water","NS12",21916.4905658516,100,"North Svalbard","North Svalbard",146
"112","ASV1153","NS10","bottom_water","NS12",21916.4905658516,0,"North Svalbard","North Svalbard",146
"113","ASV1153","NS10","bottom_water","NS12",21916.4905658516,10,"North Svalbard","North Svalbard",146
"114","ASV1155","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",6
"115","ASV1156","NS45","surface_water","NS06",220865.59859268,0,"North Svalbard","North Svalbard",2
"116","ASV1159","NS02","100m_water","NC01",1045600.88370292,0,"North Norway","North Svalbard",2
"117","ASV1159","NS02","bottom_water","NC01",1045600.88370292,0,"North Norway","North Svalbard",1
"118","ASV116","HR04","surface_water","HR07",7636.3439032831,100,"West Svalbard","West Svalbard",13916
"119","ASV1162","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",4
"120","ASV1164","IS02","bottom_water","NS45",280091.157503738,0,"North Svalbard","West Svalbard",150
"121","ASV1164","IS02","bottom_water","NS45",280091.157503738,100,"North Svalbard","West Svalbard",150
"122","ASV1164","IS02","bottom_water","NS45",280091.157503738,10,"North Svalbard","West Svalbard",150
"123","ASV1165","NS38","bottom_water","NS43",65274.0726219047,100,"North Svalbard","North Svalbard",898
"124","ASV1165","NS38","bottom_water","NS43",65274.0726219047,0,"North Svalbard","North Svalbard",898
"125","ASV1165","NS38","bottom_water","NS43",65274.0726219047,10,"North Svalbard","North Svalbard",898
"126","ASV1167","HR04","100m_water","IS02",123073.308719948,0,"West Svalbard","West Svalbard",1
"127","ASV1169","HR07","100m_water","HR04",7636.3439032831,10,"West Svalbard","West Svalbard",10
"128","ASV1169","HR07","bottom_water","HR04",7636.3439032831,10,"West Svalbard","West Svalbard",14
"129","ASV117","IS01","100m_water","KH01",46094.1938443774,0,"West Svalbard","West Svalbard",34158
"130","ASV117","IS01","bottom_water","KH01",46094.1938443774,0,"West Svalbard","West Svalbard",5040
"131","ASV1173","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",1
"132","ASV1175","KH03","bottom_water","KH02",35015.2323087072,10,"NE Greenland","NE Greenland",697
"133","ASV1175","KH03","bottom_water","KH02",35015.2323087072,0,"NE Greenland","NE Greenland",697
"134","ASV1175","KH03","bottom_water","KH02",35015.2323087072,100,"NE Greenland","NE Greenland",697
"135","ASV1184","NS02","bottom_water","NS01",53889.687538777,0,"North Svalbard","North Svalbard",1
"136","ASV1185","HR07","surface_water","HR04",7636.3439032831,100,"West Svalbard","West Svalbard",288
"137","ASV1187","NS10","100m_water","NS04",93358.9219093912,10,"North Svalbard","North Svalbard",51
"138","ASV1187","NS10","100m_water","NS04",93358.9219093912,0,"North Svalbard","North Svalbard",51
"139","ASV1188","NS02","bottom_water","KH07",505392.328798534,0,"Greenland Ridge","North Svalbard",1
"140","ASV1189","NS02","100m_water","KH01",228366.448947434,0,"West Svalbard","North Svalbard",3
"141","ASV1189","NS02","bottom_water","KH01",228366.448947434,0,"West Svalbard","North Svalbard",1
"142","ASV1191","NS38","bottom_water","NS43",65274.0726219047,100,"North Svalbard","North Svalbard",260
"143","ASV1192","KH10","bottom_water","NC01",240529.614661747,0,"North Norway","North Norway",13
"144","ASV1194","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",2
"145","ASV1195","IS02","bottom_water","KH01",48031.229720011,100,"West Svalbard","West Svalbard",413
"146","ASV12","IS02","bottom_water","IS01",48021.198533344,1000,"West Svalbard","West Svalbard",25865
"147","ASV120","NS01","100m_water","NS45",42960.6290146066,0,"North Svalbard","North Svalbard",4
"148","ASV120","NS01","bottom_water","NS45",42960.6290146066,0,"North Svalbard","North Svalbard",54
"149","ASV120","NS01","surface_water","NS45",42960.6290146066,0,"North Svalbard","North Svalbard",3
"150","ASV1204","NC01","bottom_water","HR04",693470.71843196,0,"West Svalbard","North Norway",5
"151","ASV1206","NS01","bottom_water","NS45",42960.6290146066,100,"North Svalbard","North Svalbard",506
"152","ASV1206","NS01","bottom_water","NS45",42960.6290146066,0,"North Svalbard","North Svalbard",506
"153","ASV1206","NS01","bottom_water","NS45",42960.6290146066,10,"North Svalbard","North Svalbard",506
"154","ASV121","IS02","surface_water","IS01",48021.198533344,100,"West Svalbard","West Svalbard",46721
"155","ASV1211","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",1
"156","ASV1214","NS12","bottom_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",306
"157","ASV1220","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",153
"158","ASV1220","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",153
"159","ASV1223","HR07","surface_water","IS02",123161.775715499,0,"West Svalbard","West Svalbard",5
"160","ASV1229","NC01","bottom_water","KH01",853587.233148531,0,"West Svalbard","North Norway",4
"161","ASV123","KH07","100m_water","KH08",4139.98176435489,0,"Greenland Ridge","Greenland Ridge",2
"162","ASV1230","KH01","surface_water","IS01",46094.1938443774,10,"West Svalbard","West Svalbard",21
"163","ASV1230","KH01","surface_water","IS01",46094.1938443774,0,"West Svalbard","West Svalbard",21
"164","ASV1236","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",141
"165","ASV1236","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",141
"166","ASV124","HR04","100m_water","HR07",7636.3439032831,10,"West Svalbard","West Svalbard",1345
"167","ASV124","HR04","100m_water","HR07",7636.3439032831,0,"West Svalbard","West Svalbard",1345
"168","ASV124","HR04","bottom_water","HR07",7636.3439032831,0,"West Svalbard","West Svalbard",63
"169","ASV124","HR04","bottom_water","HR07",7636.3439032831,10,"West Svalbard","West Svalbard",63
"170","ASV1244","NS38","bottom_water","NS43",65274.0726219047,10,"North Svalbard","North Svalbard",1250
"171","ASV1244","NS38","bottom_water","NS43",65274.0726219047,100,"North Svalbard","North Svalbard",1250
"172","ASV1244","NS38","bottom_water","NS43",65274.0726219047,0,"North Svalbard","North Svalbard",1250
"173","ASV1246","IS02","surface_water","HR04",123073.308719948,0,"West Svalbard","West Svalbard",1
"174","ASV125","HR04","100m_water","HR07",7636.3439032831,0,"West Svalbard","West Svalbard",21
"175","ASV125","HR04","100m_water","HR07",7636.3439032831,10,"West Svalbard","West Svalbard",21
"176","ASV125","HR04","bottom_water","HR07",7636.3439032831,10,"West Svalbard","West Svalbard",27
"177","ASV125","HR04","bottom_water","HR07",7636.3439032831,0,"West Svalbard","West Svalbard",27
"178","ASV125","HR04","surface_water","HR07",7636.3439032831,0,"West Svalbard","West Svalbard",1
"179","ASV1252","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",1
"180","ASV1253","KH10","bottom_water","NC01",240529.614661747,10,"North Norway","North Norway",16
"181","ASV1253","KH10","bottom_water","NC01",240529.614661747,0,"North Norway","North Norway",16
"182","ASV1253","KH10","surface_water","NC01",240529.614661747,10,"North Norway","North Norway",101
"183","ASV1253","KH10","surface_water","NC01",240529.614661747,100,"North Norway","North Norway",101
"184","ASV1253","KH10","surface_water","NC01",240529.614661747,0,"North Norway","North Norway",101
"185","ASV1258","NC01","bottom_water","HR04",693470.71843196,0,"West Svalbard","North Norway",1
"186","ASV1260","NC01","bottom_water","KV01",465843.66883053,0,"West Svalbard","North Norway",1
"187","ASV1275","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",4
"188","ASV1278","HR07","100m_water","KH09",403451.383333803,0,"Greenland Ridge","West Svalbard",348
"189","ASV1278","HR07","100m_water","KH09",403451.383333803,100,"Greenland Ridge","West Svalbard",348
"190","ASV1278","HR07","100m_water","KH09",403451.383333803,10,"Greenland Ridge","West Svalbard",348
"191","ASV1278","HR07","bottom_water","KH09",403451.383333803,0,"Greenland Ridge","West Svalbard",300
"192","ASV1278","HR07","bottom_water","KH09",403451.383333803,10,"Greenland Ridge","West Svalbard",300
"193","ASV1278","HR07","bottom_water","KH09",403451.383333803,100,"Greenland Ridge","West Svalbard",300
"194","ASV1279","HR07","100m_water","HR04",7636.3439032831,10,"West Svalbard","West Svalbard",11
"195","ASV1280","KH01","bottom_water","NS01",220476.300804617,0,"North Svalbard","West Svalbard",6
"196","ASV1287","HR04","100m_water","NS04",386546.993496812,0,"North Svalbard","West Svalbard",1
"197","ASV1287","HR04","surface_water","NS04",386546.993496812,0,"North Svalbard","West Svalbard",3
"198","ASV129","NS45","bottom_water","NS02",96250.2797497349,0,"North Svalbard","North Svalbard",75
"199","ASV129","NS45","bottom_water","NS02",96250.2797497349,10,"North Svalbard","North Svalbard",75
"200","ASV1299","NS43","100m_water","NS45",32589.4941201043,0,"North Svalbard","North Svalbard",1
"201","ASV1299","NS43","bottom_water","NS45",32589.4941201043,10,"North Svalbard","North Svalbard",505
"202","ASV1299","NS43","bottom_water","NS45",32589.4941201043,0,"North Svalbard","North Svalbard",505
"203","ASV13","HR04","100m_water","HR07",7636.3439032831,1000,"West Svalbard","West Svalbard",5186
"204","ASV13","HR04","100m_water","HR07",7636.3439032831,100,"West Svalbard","West Svalbard",5186
"205","ASV13","HR04","bottom_water","HR07",7636.3439032831,100,"West Svalbard","West Svalbard",205202
"206","ASV13","HR04","bottom_water","HR07",7636.3439032831,1000,"West Svalbard","West Svalbard",205202
"207","ASV13","HR04","surface_water","HR07",7636.3439032831,100,"West Svalbard","West Svalbard",1464
"208","ASV13","HR04","surface_water","HR07",7636.3439032831,1000,"West Svalbard","West Svalbard",1464
"209","ASV130","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",13144
"210","ASV130","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",13144
"211","ASV130","NS45","bottom_water","NS43",32589.4941201043,100,"North Svalbard","North Svalbard",13144
"212","ASV1300","HR07","100m_water","HR04",7636.3439032831,0,"West Svalbard","West Svalbard",55
"213","ASV1300","HR07","100m_water","HR04",7636.3439032831,10,"West Svalbard","West Svalbard",55
"214","ASV1300","HR07","bottom_water","HR04",7636.3439032831,0,"West Svalbard","West Svalbard",9
"215","ASV1301","NS10","bottom_water","NS06",61935.9687607925,10,"North Svalbard","North Svalbard",26
"216","ASV1303","NS38","bottom_water","NS43",65274.0726219047,100,"North Svalbard","North Svalbard",333
"217","ASV1304","KH02","bottom_water","NS47",273493.092239242,100,"North Svalbard","NE Greenland",602
"218","ASV1305","NS06","bottom_water","HR07",401554.379732724,100,"West Svalbard","North Svalbard",338
"219","ASV1309","NS01","bottom_water","KH01",220476.300804617,10,"West Svalbard","North Svalbard",954
"220","ASV1309","NS01","bottom_water","KH01",220476.300804617,0,"West Svalbard","North Svalbard",954
"221","ASV131","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",5
"222","ASV1310","HR04","surface_water","IS02",123073.308719948,0,"West Svalbard","West Svalbard",2
"223","ASV1311","NS12","bottom_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",39
"224","ASV1313","NC01","bottom_water","KH10",240529.614661747,10,"North Norway","North Norway",43
"225","ASV1313","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",43
"226","ASV1314","KH03","bottom_water","KH07",213283.615331059,0,"Greenland Ridge","NE Greenland",1112
"227","ASV1314","KH03","bottom_water","KH07",213283.615331059,10,"Greenland Ridge","NE Greenland",1112
"228","ASV1315","NS01","bottom_water","NS47",65226.0076296909,0,"North Svalbard","North Svalbard",3
"229","ASV1317","KH03","bottom_water","KH02",35015.2323087072,0,"NE Greenland","NE Greenland",698
"230","ASV1317","KH03","bottom_water","KH02",35015.2323087072,10,"NE Greenland","NE Greenland",698
"231","ASV1320","NC01","surface_water","KV01",465843.66883053,0,"West Svalbard","North Norway",1
"232","ASV1325","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",8
"233","ASV1326","KH01","surface_water","IS02",48031.229720011,0,"West Svalbard","West Svalbard",7
"234","ASV1329","IS02","bottom_water","KH01",48031.229720011,0,"West Svalbard","West Svalbard",31
"235","ASV1329","IS02","bottom_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",31
"236","ASV1330","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",9
"237","ASV1336","NS12","bottom_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",3
"238","ASV1339","IS02","100m_water","HR04",123073.308719948,100,"West Svalbard","West Svalbard",129
"239","ASV1339","IS02","100m_water","HR04",123073.308719948,0,"West Svalbard","West Svalbard",129
"240","ASV1339","IS02","100m_water","HR04",123073.308719948,10,"West Svalbard","West Svalbard",129
"241","ASV134","KH07","100m_water","KH09",16273.2134929709,0,"Greenland Ridge","Greenland Ridge",1
"242","ASV1345","KH01","bottom_water","IS02",48031.229720011,0,"West Svalbard","West Svalbard",40
"243","ASV1345","KH01","bottom_water","IS02",48031.229720011,10,"West Svalbard","West Svalbard",40
"244","ASV1350","NS12","100m_water","NS10",21916.4905658516,10,"North Svalbard","North Svalbard",345
"245","ASV1350","NS12","100m_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",345
"246","ASV1351","NS43","surface_water","NS06",215665.850594646,0,"North Svalbard","North Svalbard",1
"247","ASV1358","NS38","bottom_water","NS43",65274.0726219047,0,"North Svalbard","North Svalbard",575
"248","ASV1358","NS38","bottom_water","NS43",65274.0726219047,100,"North Svalbard","North Svalbard",575
"249","ASV1358","NS38","bottom_water","NS43",65274.0726219047,10,"North Svalbard","North Svalbard",575
"250","ASV1359","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",2
"251","ASV136","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",5125
"252","ASV136","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",5125
"253","ASV136","NS45","surface_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",3
"254","ASV1361","IS02","bottom_water","IS01",48021.198533344,10,"West Svalbard","West Svalbard",228
"255","ASV1363","KH03","bottom_water","KH09",222683.198313936,100,"Greenland Ridge","NE Greenland",114
"256","ASV1365","NS45","bottom_water","KH08",447306.59486645,0,"Greenland Ridge","North Svalbard",1075
"257","ASV1365","NS45","bottom_water","KH08",447306.59486645,10,"Greenland Ridge","North Svalbard",1075
"258","ASV1365","NS45","bottom_water","KH08",447306.59486645,100,"Greenland Ridge","North Svalbard",1075
"259","ASV1366","NS02","bottom_water","NS12",146160.67331444,0,"North Svalbard","North Svalbard",1
"260","ASV137","HR04","100m_water","HR07",7636.3439032831,100,"West Svalbard","West Svalbard",194
"261","ASV1372","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",1
"262","ASV1374","HR04","100m_water","HR07",7636.3439032831,10,"West Svalbard","West Svalbard",85
"263","ASV1374","HR04","bottom_water","HR07",7636.3439032831,10,"West Svalbard","West Svalbard",94
"264","ASV138","NS47","100m_water","NS45",55726.3734476538,0,"North Svalbard","North Svalbard",2
"265","ASV138","NS47","bottom_water","NS45",55726.3734476538,10,"North Svalbard","North Svalbard",24
"266","ASV138","NS47","bottom_water","NS45",55726.3734476538,0,"North Svalbard","North Svalbard",24
"267","ASV1381","KH01","bottom_water","IS02",48031.229720011,0,"West Svalbard","West Svalbard",1085
"268","ASV1381","KH01","bottom_water","IS02",48031.229720011,10,"West Svalbard","West Svalbard",1085
"269","ASV1388","IS02","bottom_water","KH01",48031.229720011,0,"West Svalbard","West Svalbard",1
"270","ASV1389","KH03","bottom_water","KH07",213283.615331059,10,"Greenland Ridge","NE Greenland",587
"271","ASV1389","KH03","bottom_water","KH07",213283.615331059,0,"Greenland Ridge","NE Greenland",587
"272","ASV139","NS43","100m_water","NS45",32589.4941201043,10,"North Svalbard","North Svalbard",23
"273","ASV139","NS43","bottom_water","NS45",32589.4941201043,10,"North Svalbard","North Svalbard",50
"274","ASV1392","NS01","bottom_water","NS47",65226.0076296909,0,"North Svalbard","North Svalbard",1080
"275","ASV1392","NS01","bottom_water","NS47",65226.0076296909,10,"North Svalbard","North Svalbard",1080
"276","ASV1399","NS02","bottom_water","KH10",1062502.54750933,0,"North Norway","North Svalbard",6
"277","ASV14","KH09","100m_water","KH07",16273.2134929709,10,"Greenland Ridge","Greenland Ridge",656
"278","ASV14","KH09","100m_water","KH07",16273.2134929709,0,"Greenland Ridge","Greenland Ridge",656
"279","ASV14","KH09","surface_water","KH07",16273.2134929709,0,"Greenland Ridge","Greenland Ridge",26
"280","ASV14","KH09","surface_water","KH07",16273.2134929709,10,"Greenland Ridge","Greenland Ridge",26
"281","ASV140","IS01","surface_water","HR07",135632.147788776,0,"West Svalbard","West Svalbard",37516
"282","ASV140","IS01","surface_water","HR07",135632.147788776,10,"West Svalbard","West Svalbard",37516
"283","ASV1411","KH10","100m_water","NC01",240529.614661747,10,"North Norway","North Norway",82
"284","ASV1411","KH10","100m_water","NC01",240529.614661747,0,"North Norway","North Norway",82
